mokutil,222,3925--5G--GGN
fonts-sil-abyssinica,222,3925--5G--GGN
libatk-adaptor,222,3925--5G--GGN
libvorbisfile3,222,3925--5G--GGN
libquadmath0,222,3925--5G--GGN
libxkbfile1,222,3925--5G--GGN
linux-sound-base,222,3925--5G--GGN
python-apt-common,222,3925--5G--GGN
libgs9-common,222,3925--5G--GGN
libnpth0,222,3925--5G--GGN
libgom-1.0-common,222,3925--5G--GGN
libqt5qml5,222,3925--5G--GGN
libgtk2.0-bin,222,3925--5G--GGN
evolution-data-server,222,3925--5G--GGN
libaccount-plugin-generic-oauth,222,3925--5G--GGN
bind9-host,222,3925--5G--GGN
libhtml-tagset-perl,222,3925--5G--GGN
iputils-ping,222,3925--5G--GGN
